,income_78,edu_year,age,edu_level,income_at_23,ln_income_at_23
983,25564.67,18,37,Higher Edu,119471.695,11.690835
984,20790.14,14,28,Post-Secondary,97158.83,11.484102
985,24237.67,16,28,Post-Secondary,113270.21,11.637531
986,19711.39,12,49,Secondary,92117.49,11.43082
987,8282.657,11,17,Secondary,38707.445,10.563787
988,25564.67,12,33,Secondary,119471.695,11.690835
989,13436.97,8,41,Secondary,62795.16,11.047633
990,1261.978,12,40,Secondary,5897.6177,8.682303
991,2365.84,12,28,Secondary,11056.311,9.310757
992,5644.916,8,16,Secondary,26380.457,10.180379
993,24636.66,12,29,Secondary,115134.81,11.653859
994,4097.736,18,48,Higher Edu,19150.0,9.860058
995,2365.84,12,52,Secondary,11056.311,9.310757
996,12968.53,10,33,Secondary,60605.996,11.012149
997,15233.88,8,53,Secondary,71192.69,11.173145
998,7734.421,14,29,Post-Secondary,36145.367,10.495304
999,12754.26,8,55,Secondary,59604.645,10.995489
1000,14830.46,12,21,Secondary,69307.375,11.146307
1001,6376.39,7,32,Secondary,29798.865,10.302226
1002,13456.18,14,34,Post-Secondary,62884.934,11.049062
1003,25564.67,12,39,Secondary,119471.695,11.690835
1004,10249.51,10,17,Secondary,47899.164,10.776854
1005,22853.04,12,38,Secondary,106799.4,11.578708
1006,25564.67,12,19,Secondary,119471.695,11.690835
1007,25564.67,18,49,Higher Edu,119471.695,11.690835
1008,3363.306,11,17,Secondary,15717.78,9.662548
1009,24584.94,16,27,Post-Secondary,114893.11,11.651757
1010,25564.67,16,30,Post-Secondary,119471.695,11.690835
1011,25564.67,12,35,Secondary,119471.695,11.690835
1012,15053.6,8,41,Secondary,70350.18,11.161241
1013,14231.98,12,21,Secondary,66510.49,11.105115
1014,25564.67,12,51,Secondary,119471.695,11.690835
1015,25564.67,18,49,Higher Edu,119471.695,11.690835
1016,25564.67,12,39,Secondary,119471.695,11.690835
1017,4694.737,11,17,Secondary,21939.973,9.996065
1018,24855.36,13,34,Post-Secondary,116156.87,11.662697
1019,14793.52,12,38,Secondary,69134.74,11.143813
1020,25564.67,12,53,Secondary,119471.695,11.690835
1021,15100.89,12,27,Secondary,70571.18,11.164377
1022,14407.83,14,20,Post-Secondary,67332.3,11.117395
1023,19860.65,12,21,Secondary,92815.03,11.438364
1024,14740.32,8,47,Secondary,68886.125,11.14021
1025,1947.644,18,25,Higher Edu,9101.949,9.116244
1026,20510.84,17,24,Higher Edu,95853.57,11.470577
1027,14911.74,16,26,Post-Secondary,69687.23,11.1517725
1028,2.955453,12,19,Secondary,13.811755,2.62552
1029,13504.94,12,28,Secondary,63112.81,11.052679
1030,20284.75,17,23,Higher Edu,94796.98,11.459493
1031,17989.84,10,28,Secondary,84072.15,11.339431
1032,1557.524,12,43,Secondary,7278.797,8.892721
1033,106.3963,14,24,Post-Secondary,497.22318,6.209039
1034,16250.56,14,25,Post-Secondary,75943.945,11.237751
1035,2046.651,8,40,Secondary,9564.64,9.165829
1036,23049.58,12,43,Secondary,107717.89,11.587271
1037,16557.93,12,26,Secondary,77380.38,11.256489
1038,20791.61,13,24,Post-Secondary,97165.69,11.484173
1039,13809.35,12,55,Secondary,64535.41,11.074969
1040,20803.43,12,22,Secondary,97220.93,11.484741
1041,7239.382,12,27,Secondary,33831.895,10.429159
1042,24577.55,12,28,Secondary,114858.58,11.651457
1043,629.5115,12,52,Secondary,2941.904,7.986812
1044,25564.67,11,49,Secondary,119471.695,11.690835
1045,24443.08,12,31,Secondary,114230.16,11.64597
1046,12207.5,15,52,Post-Secondary,57049.465,10.951674
1047,16116.09,14,32,Post-Secondary,75315.52,11.229442
1048,25564.67,18,25,Higher Edu,119471.695,11.690835
1049,3917.453,12,25,Secondary,18307.482,9.815065
1050,25564.67,16,29,Post-Secondary,119471.695,11.690835
1051,25564.67,18,33,Higher Edu,119471.695,11.690835
1052,23371.72,11,34,Secondary,109223.36,11.6011505
1053,25564.67,12,46,Secondary,119471.695,11.690835
1054,94.5745,11,19,Secondary,441.97623,6.091256
1055,25564.67,12,42,Secondary,119471.695,11.690835
1056,16088.01,13,20,Post-Secondary,75184.3,11.227697
1057,11600.15,12,19,Secondary,54211.13,10.900641
1058,25245.48,12,37,Secondary,117980.02,11.67827
1059,7591.081,12,21,Secondary,35475.496,10.476598
1060,16484.04,12,29,Secondary,77035.07,11.252016
1061,25564.67,10,36,Secondary,119471.695,11.690835
1062,18368.14,12,31,Secondary,85840.06,11.360241
1063,25564.67,14,33,Post-Secondary,119471.695,11.690835
1064,25564.67,13,25,Post-Secondary,119471.695,11.690835
1065,25564.67,9,32,Secondary,119471.695,11.690835
1066,15295.95,12,27,Secondary,71482.76,11.177212
1067,25564.67,17,26,Higher Edu,119471.695,11.690835
1068,21465.46,3,53,Elementary,100314.81,11.516068
1069,23837.21,14,22,Post-Secondary,111398.74,11.620872
1070,25564.67,3,52,Elementary,119471.695,11.690835
1071,20286.23,13,37,Post-Secondary,94803.9,11.459566
1072,25564.67,16,34,Post-Secondary,119471.695,11.690835
1073,22288.55,16,28,Post-Secondary,104161.37,11.553697
1074,19374.47,9,29,Secondary,90542.96,11.41358
1075,25564.67,18,25,Higher Edu,119471.695,11.690835
1076,17120.94,15,34,Post-Secondary,80011.5,11.289926
1077,25564.67,12,28,Secondary,119471.695,11.690835
1078,2045.174,18,36,Higher Edu,9557.737,9.165107
1079,3358.873,11,47,Secondary,15697.063,9.661229
1080,24051.48,9,28,Secondary,112400.086,11.62982
1081,7394.544,10,53,Secondary,34557.016,10.450366
1082,19965.56,12,53,Secondary,93305.305,11.443632
1083,25564.67,17,55,Higher Edu,119471.695,11.690835
1084,25564.67,12,43,Secondary,119471.695,11.690835
1085,11507.06,12,24,Secondary,53776.086,10.892584
1086,21418.17,9,20,Secondary,100093.805,11.513864
1087,25564.67,6,43,Elementary,119471.695,11.690835
1088,7342.823,8,34,Secondary,34315.31,10.443347
1089,25564.67,12,36,Secondary,119471.695,11.690835
1090,25564.67,10,32,Secondary,119471.695,11.690835
1091,25564.67,16,25,Post-Secondary,119471.695,11.690835
1092,15216.15,16,30,Post-Secondary,71109.83,11.171981
1093,25564.67,14,50,Post-Secondary,119471.695,11.690835
1094,7333.957,12,28,Secondary,34273.875,10.442139
1095,13664.54,8,30,Secondary,63858.668,11.064427
1096,5594.673,9,16,Secondary,26145.656,10.171438
1097,25564.67,12,47,Secondary,119471.695,11.690835
1098,25564.67,14,30,Post-Secondary,119471.695,11.690835
1099,4499.677,16,44,Post-Secondary,21028.396,9.9536295
1100,12522.25,10,16,Secondary,58520.39,10.977131
1101,4629.717,13,28,Post-Secondary,21636.113,9.98212
1102,25564.67,16,29,Post-Secondary,119471.695,11.690835
1103,7515.717,7,16,Secondary,35123.293,10.4666195
1104,23402.76,6,26,Elementary,109368.414,11.602477
1105,20602.46,8,32,Secondary,96281.74,11.475034
1106,25297.2,8,36,Secondary,118221.72,11.680317
1107,10769.67,8,49,Secondary,50330.035,10.826357
1108,25564.67,17,50,Higher Edu,119471.695,11.690835
1109,25564.67,8,52,Secondary,119471.695,11.690835
1110,10345.56,12,28,Secondary,48348.035,10.7861805
1111,25564.67,12,35,Secondary,119471.695,11.690835
1112,1359.508,16,46,Post-Secondary,6353.4062,8.756746
1113,25564.67,13,39,Post-Secondary,119471.695,11.690835
1114,25564.67,12,43,Secondary,119471.695,11.690835
1115,25564.67,13,33,Post-Secondary,119471.695,11.690835
1116,15430.42,14,29,Post-Secondary,72111.18,11.185965
1117,23340.69,12,27,Secondary,109078.336,11.599822
1118,9806.194,14,32,Post-Secondary,45827.414,10.732637
1119,9849.048,17,26,Higher Edu,46027.68,10.736999
1120,21576.29,5,38,Elementary,100832.74,11.521218
1121,15966.84,11,47,Secondary,74618.03,11.220138
1122,4883.886,8,20,Secondary,22823.928,10.035564
1123,96.05223,13,28,Post-Secondary,448.8821,6.1067605
1124,17939.6,12,29,Secondary,83837.36,11.336634
1125,9515.081,6,38,Elementary,44466.95,10.702501
1126,8378.71,14,31,Post-Secondary,39156.332,10.575317
1127,12538.51,12,23,Secondary,58596.375,10.978428
1128,15705.28,7,54,Secondary,73395.69,11.203621
1129,20428.09,10,38,Secondary,95466.85,11.466535
1130,18459.76,12,20,Secondary,86268.23,11.365216
1131,14527.53,12,21,Secondary,67891.69,11.125669
1132,19968.52,12,23,Secondary,93319.13,11.443781
1133,25564.67,12,24,Secondary,119471.695,11.690835
1134,20428.09,9,34,Secondary,95466.85,11.466535
1135,478.7834,14,32,Post-Secondary,2237.5044,7.7131166
1136,2883.045,8,18,Secondary,13473.37,9.508471
1137,25564.67,12,43,Secondary,119471.695,11.690835
1138,16312.62,10,21,Secondary,76233.98,11.241563
1139,3734.215,12,23,Secondary,17451.154,9.767161
1140,25564.67,12,42,Secondary,119471.695,11.690835
1141,25564.67,14,46,Post-Secondary,119471.695,11.690835
1142,25564.67,8,51,Secondary,119471.695,11.690835
1143,25564.67,10,41,Secondary,119471.695,11.690835
1144,18739.05,12,27,Secondary,87573.445,11.380233
1145,25564.67,12,24,Secondary,119471.695,11.690835
1146,25564.67,12,42,Secondary,119471.695,11.690835
1147,25564.67,12,24,Secondary,119471.695,11.690835
1148,19223.75,16,29,Post-Secondary,89838.59,11.40577
1149,4709.515,12,26,Secondary,22009.037,9.999208
1150,20147.32,4,36,Elementary,94154.73,11.452695
1151,25564.67,12,29,Secondary,119471.695,11.690835
1152,2079.161,12,51,Secondary,9716.569,9.181588
1153,7090.132,13,21,Post-Secondary,33134.402,10.408327
1154,9917.023,11,20,Secondary,46345.35,10.743876
1155,13286.24,11,20,Secondary,62090.754,11.036352
1156,4839.555,13,28,Post-Secondary,22616.754,10.026446
1157,25564.67,14,46,Post-Secondary,119471.695,11.690835
1158,18393.26,13,23,Post-Secondary,85957.45,11.361608
1159,288.1567,16,41,Post-Secondary,1346.6464,7.205373
1160,21088.64,17,29,Higher Edu,98553.81,11.498358
1161,24567.2,14,27,Post-Secondary,114810.2,11.651035
1162,25564.67,18,29,Higher Edu,119471.695,11.690835
1163,737.3856,16,52,Post-Secondary,3446.0334,8.1449795
1164,16349.57,12,37,Secondary,76406.66,11.243825
1165,5002.104,18,28,Higher Edu,23376.396,10.059483
1166,15748.13,14,30,Post-Secondary,73595.94,11.206346
1167,19377.43,15,27,Post-Secondary,90556.79,11.413733
1168,9194.415,12,25,Secondary,42968.375,10.66822
1169,11706.55,10,19,Secondary,54708.367,10.909772
1170,9187.026,12,33,Secondary,42933.848,10.667416
1171,7797.963,12,30,Secondary,36442.32,10.503486
1172,25564.67,12,30,Secondary,119471.695,11.690835
1173,16089.49,16,24,Post-Secondary,75191.22,11.22779
1174,585.1797,12,21,Secondary,2734.7275,7.913787
1175,10457.87,14,20,Post-Secondary,48872.9,10.796978
1176,14642.79,14,45,Post-Secondary,68430.336,11.133572
1177,22225.01,16,28,Post-Secondary,103864.42,11.550841
1178,25150.91,12,34,Secondary,117538.07,11.674518
1179,24929.25,8,49,Secondary,116502.18,11.665666
1180,1968.332,14,23,Post-Secondary,9198.631,9.12681
1181,10682.49,17,24,Higher Edu,49922.617,10.81823
1182,8272.313,13,21,Post-Secondary,38659.105,10.562537
1183,6465.054,18,25,Higher Edu,30213.219,10.316035
1184,7056.144,10,24,Secondary,32975.566,10.4035225
1185,23246.12,12,37,Secondary,108636.38,11.595761
1186,22235.35,12,27,Secondary,103912.74,11.551307
1187,11484.89,12,19,Secondary,53672.48,10.8906555
1188,25564.67,12,39,Secondary,119471.695,11.690835
1189,25564.67,10,55,Secondary,119471.695,11.690835
1190,25564.67,12,30,Secondary,119471.695,11.690835
1191,11518.88,14,20,Post-Secondary,53831.33,10.893611
1192,14483.2,11,17,Secondary,67684.52,11.122613
1193,25564.67,8,49,Secondary,119471.695,11.690835
1194,25564.67,7,27,Secondary,119471.695,11.690835
1195,16543.15,12,53,Secondary,77311.31,11.255595
1196,424.1075,11,28,Secondary,1981.987,7.591855
1197,1102.384,10,27,Secondary,5151.785,8.547098
1198,8041.788,9,26,Secondary,37581.79,10.534275
1199,18510.0,8,19,Secondary,86503.016,11.367934
1200,18891.26,8,17,Secondary,88284.766,11.388323
1201,183.2381,2,47,Elementary,856.3289,6.7526546
1202,10078.1,12,22,Secondary,47098.11,10.759988
1203,14833.42,12,29,Secondary,69321.21,11.146506
1204,25564.67,12,38,Secondary,119471.695,11.690835
1205,20097.08,7,40,Secondary,93919.94,11.450198
1206,17725.33,12,45,Secondary,82836.01,11.324618
1207,14152.19,4,47,Elementary,66137.61,11.099493
1208,10685.44,10,30,Secondary,49936.402,10.818505
1209,25564.67,12,22,Secondary,119471.695,11.690835
1210,6649.77,10,17,Secondary,31076.455,10.344206
1211,18647.43,10,24,Secondary,87145.266,11.375332
1212,2724.928,12,22,Secondary,12734.44,9.452065
1213,6098.578,7,20,Secondary,28500.562,10.257679
1214,1063.963,11,18,Secondary,4972.232,8.511624
1215,8222.071,11,19,Secondary,38424.31,10.556446
1216,25564.67,10,54,Secondary,119471.695,11.690835
1217,25564.67,17,36,Higher Edu,119471.695,11.690835
1218,25564.67,13,27,Post-Secondary,119471.695,11.690835
1219,25564.67,14,45,Post-Secondary,119471.695,11.690835
1220,25564.67,16,30,Post-Secondary,119471.695,11.690835
1221,24983.92,15,30,Post-Secondary,116757.67,11.667856
1222,4731.68,13,24,Post-Secondary,22112.621,10.003903
1223,11600.15,8,48,Secondary,54211.13,10.900641
1224,22508.73,12,54,Secondary,105190.336,11.563527
1225,10048.54,12,28,Secondary,46959.97,10.7570505
1226,13535.98,10,16,Secondary,63257.867,11.054975
1227,25564.67,15,37,Post-Secondary,119471.695,11.690835
1228,15702.32,16,45,Post-Secondary,73381.85,11.203432
1229,25564.67,12,39,Secondary,119471.695,11.690835
1230,4199.699,11,18,Secondary,19626.508,9.884636
1231,25564.67,5,34,Elementary,119471.695,11.690835
1232,18072.6,12,53,Secondary,84458.91,11.344021
1233,11613.45,8,37,Secondary,54273.285,10.901788
1234,18770.08,10,44,Secondary,87718.45,11.381887
1235,21894.0,12,31,Secondary,102317.51,11.535836
1236,15464.41,14,23,Post-Secondary,72270.02,11.188165
1237,25564.67,12,36,Secondary,119471.695,11.690835
1238,8488.061,12,38,Secondary,39667.36,10.588284
1239,19296.15,12,31,Secondary,90176.945,11.409529
1240,14669.39,12,40,Secondary,68554.64,11.135386
1241,2215.112,10,17,Secondary,10351.911,9.244926
1242,20838.9,12,45,Secondary,97386.695,11.486444
1243,9110.184,10,17,Secondary,42574.74,10.659017
1244,25564.67,12,25,Secondary,119471.695,11.690835
1245,2281.61,10,18,Secondary,10662.678,9.274505
1246,7995.978,15,52,Post-Secondary,37367.707,10.528563
1247,500.9493,11,28,Secondary,2341.0928,7.7583733
1248,2222.501,11,17,Secondary,10386.442,9.248257
1249,25564.67,12,51,Secondary,119471.695,11.690835
1250,25208.54,12,32,Secondary,117807.38,11.676806
1251,7313.269,12,29,Secondary,34177.19,10.439314
1252,25564.67,11,50,Secondary,119471.695,11.690835
1253,16096.88,12,32,Secondary,75225.75,11.228249
1254,542.3257,11,26,Secondary,2534.4575,7.8377347
1255,4316.439,12,20,Secondary,20172.068,9.912054
1256,12882.82,12,28,Secondary,60205.45,11.005518
1257,17354.42,12,35,Secondary,81102.63,11.303471
1258,10364.77,8,47,Secondary,48437.81,10.788036
1259,19989.21,6,44,Elementary,93415.836,11.444817
1260,12203.07,15,37,Post-Secondary,57028.76,10.951311
1261,8916.602,12,55,Secondary,41670.066,10.637538
1262,11996.18,7,26,Secondary,56061.9,10.934212
1263,769.8955,5,26,Elementary,3597.9624,8.188123
1264,8548.648,13,20,Post-Secondary,39950.508,10.595397
1265,762.5069,9,18,Secondary,3563.433,8.17848
1266,13583.26,10,17,Secondary,63478.82,11.058461
1267,11631.19,12,45,Secondary,54356.19,10.903314
1268,12146.91,12,37,Secondary,56766.31,10.946698
1269,7415.232,10,17,Secondary,34653.7,10.453159
1270,14904.35,13,24,Post-Secondary,69652.69,11.151277
1271,799.4501,12,32,Secondary,3736.08,8.225792
1272,14072.39,6,31,Elementary,65764.68,11.093839
1273,7933.914,11,18,Secondary,37077.66,10.52077
1274,1613.677,7,17,Secondary,7541.2173,8.928139
1275,25564.67,12,32,Secondary,119471.695,11.690835
1276,19584.31,10,38,Secondary,91523.61,11.424353
1277,14128.54,12,18,Secondary,66027.086,11.09782
1278,25564.67,11,52,Secondary,119471.695,11.690835
1279,4736.114,12,18,Secondary,22133.34,10.00484
1280,12336.06,12,20,Secondary,57650.26,10.962151
1281,396.0307,12,49,Secondary,1850.7753,7.52336
1282,8207.293,12,20,Secondary,38355.246,10.5546465
1283,2523.957,15,51,Post-Secondary,11795.24,9.375451
1284,25564.67,13,43,Post-Secondary,119471.695,11.690835
1285,2395.395,9,16,Secondary,11194.43,9.323172
1286,10131.29,4,36,Elementary,47346.688,10.765252
1287,25564.67,14,51,Post-Secondary,119471.695,11.690835
1288,14218.69,12,21,Secondary,66448.38,11.10418
1289,21864.44,13,21,Post-Secondary,102179.36,11.534485
1290,9150.083,17,40,Higher Edu,42761.2,10.663386
1291,8443.73,11,45,Secondary,39460.19,10.583048
1292,7967.902,12,18,Secondary,37236.496,10.525044
1293,7378.289,11,17,Secondary,34481.05,10.448165
1294,18115.45,13,22,Post-Secondary,84659.16,11.346389
1295,12375.96,16,25,Post-Secondary,57836.73,10.96538
1296,21335.42,10,29,Secondary,99707.086,11.509992
1297,25564.67,12,36,Secondary,119471.695,11.690835
1298,20160.62,10,50,Secondary,94216.875,11.453355
1299,24151.96,16,25,Post-Secondary,112869.664,11.633989
1300,20309.87,16,27,Post-Secondary,94914.37,11.460731
1301,7175.84,6,47,Elementary,33534.94,10.420343
1302,11764.18,12,24,Secondary,54977.69,10.914682
1303,24635.18,12,49,Secondary,115127.9,11.653799
1304,16343.66,12,20,Secondary,76379.03,11.2434635
1305,25564.67,18,32,Higher Edu,119471.695,11.690835
1306,10159.37,12,23,Secondary,47477.914,10.76802
1307,15783.6,12,41,Secondary,73761.695,11.208595
1308,18109.54,14,29,Post-Secondary,84631.54,11.346063
1309,19346.4,12,30,Secondary,90411.78,11.41213
1310,15864.87,12,45,Secondary,74141.5,11.213731
1311,12412.9,11,17,Secondary,58009.363,10.96836
1312,12472.01,16,26,Post-Secondary,58285.6,10.97311
1313,12439.5,10,46,Secondary,58133.67,10.9705
1314,19117.35,12,32,Secondary,89341.35,11.40022
1315,25564.67,12,31,Secondary,119471.695,11.690835
1316,437.4071,15,23,Post-Secondary,2044.1401,7.6227326
1317,17177.09,14,20,Post-Secondary,80273.914,11.2932
1318,100.4854,17,28,Higher Edu,469.59967,6.1518807
1319,23834.25,16,26,Post-Secondary,111384.91,11.620748
1320,9909.634,8,37,Secondary,46310.816,10.743131
1321,25564.67,12,40,Secondary,119471.695,11.690835
1322,15829.41,13,23,Post-Secondary,73975.78,11.2114935
1323,24240.63,14,31,Post-Secondary,113284.05,11.637653
1324,23761.84,12,23,Secondary,111046.51,11.617704
1325,16634.77,8,36,Secondary,77739.48,11.261119
1326,19607.95,12,29,Secondary,91634.08,11.425558
1327,25564.67,12,35,Secondary,119471.695,11.690835
1328,14178.79,5,55,Elementary,66261.92,11.101371
1329,5151.355,8,29,Secondary,24073.893,10.088883
1330,16922.92,8,36,Secondary,79086.09,11.278293
1331,16518.03,17,27,Higher Edu,77193.914,11.254076
1332,25564.67,13,21,Post-Secondary,119471.695,11.690835
1333,16342.18,12,20,Secondary,76372.12,11.243373
1334,4679.96,15,23,Post-Secondary,21870.916,9.992913
1335,12927.15,5,33,Elementary,60412.617,11.008953
1336,16729.34,10,35,Secondary,78181.44,11.266788
1337,25564.67,9,53,Secondary,119471.695,11.690835
1338,18808.5,14,23,Post-Secondary,87898.0,11.383932
1339,16860.86,11,18,Secondary,78796.07,11.274618
1340,25564.67,11,23,Secondary,119471.695,11.690835
1341,21397.48,12,55,Secondary,99997.12,11.512897
1342,24660.3,12,28,Secondary,115245.3,11.654819
1343,21871.83,6,38,Elementary,102213.9,11.534823
1344,16284.55,12,27,Secondary,76102.79,11.2398405
1345,6371.957,13,28,Post-Secondary,29778.148,10.30153
1346,15467.36,12,31,Secondary,72283.81,11.188355
1347,20156.19,9,49,Secondary,94196.17,11.453135
1348,21529.0,15,29,Post-Secondary,100611.75,11.519025
1349,25564.67,12,34,Secondary,119471.695,11.690835
1350,13243.39,12,35,Secondary,61890.5,11.033122
1351,6605.438,7,23,Secondary,30869.277,10.337517
1352,7948.691,12,19,Secondary,37146.72,10.522631
1353,25529.2,12,23,Secondary,119305.93,11.689446
1354,15007.79,5,36,Elementary,70136.09,11.158193
1355,25564.67,12,43,Secondary,119471.695,11.690835
1356,8792.473,12,19,Secondary,41089.973,10.62352
1357,25564.67,16,33,Post-Secondary,119471.695,11.690835
1358,13744.33,11,25,Secondary,64231.55,11.07025
1359,8406.786,1,39,Elementary,39287.54,10.578663
1360,724.086,14,51,Post-Secondary,3383.8804,8.126779
1361,7808.307,11,20,Secondary,36490.66,10.504811
1362,25564.67,12,43,Secondary,119471.695,11.690835
1363,5232.63,14,26,Post-Secondary,24453.715,10.104537
1364,1102.384,12,20,Secondary,5151.785,8.547098
1365,12325.72,10,40,Secondary,57601.94,10.961311
1366,9800.283,7,27,Secondary,45799.79,10.732035
1367,25564.67,18,44,Higher Edu,119471.695,11.690835
1368,13071.97,9,44,Secondary,61089.402,11.020094
1369,23411.62,11,51,Secondary,109409.81,11.602856
1370,2751.527,5,36,Elementary,12858.746,9.46178
1371,25564.67,12,40,Secondary,119471.695,11.690835
1372,14279.27,5,50,Elementary,66731.49,11.108433
1373,25564.67,12,41,Secondary,119471.695,11.690835
1374,25564.67,12,23,Secondary,119471.695,11.690835
1375,10094.35,12,40,Secondary,47174.05,10.7616
1376,682.7097,11,22,Secondary,3190.5159,8.067938
1377,21243.8,12,30,Secondary,99278.92,11.505689
1378,10812.53,12,24,Secondary,50530.336,10.830329
1379,25564.67,12,32,Secondary,119471.695,11.690835
1380,5625.705,11,39,Secondary,26290.68,10.17697
1381,25564.67,12,41,Secondary,119471.695,11.690835
1382,8584.114,10,18,Secondary,40116.25,10.599537
1383,7697.478,9,16,Secondary,35972.723,10.490517
1384,12197.16,16,25,Post-Secondary,57001.145,10.950827
1385,8454.074,14,23,Post-Secondary,39508.53,10.584272
1386,19371.52,12,22,Secondary,90529.164,11.413427
1387,17268.71,12,20,Secondary,80702.086,11.29852
1388,10265.77,12,20,Secondary,47975.152,10.778439
1389,22253.08,12,27,Secondary,103995.6,11.552104
1390,15714.14,15,27,Post-Secondary,73437.086,11.204185
1391,11314.95,8,55,Secondary,52878.3,10.875749
1392,25142.04,18,38,Higher Edu,117496.61,11.674165
1393,25564.67,16,34,Post-Secondary,119471.695,11.690835
1394,25564.67,18,28,Higher Edu,119471.695,11.690835
1395,24683.94,16,33,Post-Secondary,115355.766,11.655776
1396,19173.5,17,35,Higher Edu,89603.76,11.403152
1397,19362.65,18,28,Higher Edu,90487.72,11.41297
1398,18087.37,18,41,Higher Edu,84527.93,11.344837
1399,17214.04,9,52,Secondary,80446.586,11.295349
1400,638.3779,12,26,Secondary,2983.3396,8.000798
1401,18616.4,11,22,Secondary,87000.26,11.373667
1402,2609.665,12,19,Secondary,12195.78,9.408845
1403,23931.78,16,25,Post-Secondary,111840.69,11.624831
1404,25564.67,16,35,Post-Secondary,119471.695,11.690835
1405,25564.67,18,34,Higher Edu,119471.695,11.690835
1406,20535.97,12,33,Secondary,95971.016,11.471802
1407,19285.81,16,43,Post-Secondary,90128.625,11.408993
1408,10361.82,9,40,Secondary,48424.027,10.787751
1409,7316.224,12,35,Secondary,34191.004,10.439718
1410,16931.79,6,26,Elementary,79127.55,11.278816
1411,25564.67,12,51,Secondary,119471.695,11.690835
1412,24428.3,12,53,Secondary,114161.086,11.645366
1413,3242.132,13,20,Post-Secondary,15151.497,9.6258545
1414,24174.13,12,24,Secondary,112973.27,11.634907
1415,17030.8,9,33,Secondary,79590.26,11.284647
1416,16243.17,13,22,Post-Secondary,75909.414,11.237296
1417,4984.372,9,47,Secondary,23293.53,10.055931
1418,1213.214,9,21,Secondary,5669.7285,8.642897
1419,23470.73,12,37,Secondary,109686.06,11.605377
1420,25564.67,14,41,Post-Secondary,119471.695,11.690835
1421,3514.034,10,16,Secondary,16422.18,9.706388
1422,20063.09,17,25,Higher Edu,93761.09,11.448505
1423,4433.18,1,45,Elementary,20717.637,9.938741
1424,20274.41,16,28,Post-Secondary,94748.66,11.458983
1425,24530.26,12,44,Secondary,114637.57,11.649531
1426,9198.848,11,18,Secondary,42989.09,10.668701
1427,20008.42,12,23,Secondary,93505.6,11.445777
1428,14356.11,16,26,Post-Secondary,67090.59,11.113799
1429,17714.99,12,42,Secondary,82787.69,11.324035
1430,9497.349,7,37,Secondary,44384.08,10.700636
1431,24834.67,12,42,Secondary,116060.18,11.661864
1432,8421.564,12,18,Secondary,39356.605,10.58042
1433,13490.17,5,42,Elementary,63043.78,11.051585
1434,19046.42,9,40,Secondary,89009.875,11.3965025
1435,2419.038,12,46,Secondary,11304.921,9.3329935
1436,2881.567,9,16,Secondary,13466.463,9.507957
1437,20243.38,11,18,Secondary,94603.65,11.457451
1438,25564.67,12,41,Secondary,119471.695,11.690835
1439,13670.45,14,29,Post-Secondary,63886.29,11.06486
1440,17581.99,12,28,Secondary,82166.14,11.316499
1441,16284.55,12,20,Secondary,76102.79,11.2398405
1442,25564.67,12,39,Secondary,119471.695,11.690835
1443,263.0353,8,34,Secondary,1229.2462,7.1141562
1444,17540.61,16,24,Post-Secondary,81972.75,11.314142
1445,17348.51,12,29,Secondary,81075.01,11.30313
1446,888.1137,12,40,Secondary,4150.433,8.330968
1447,19058.24,12,27,Secondary,89065.12,11.397123
1448,13586.22,10,45,Secondary,63492.652,11.05868
1449,13920.18,15,21,Post-Secondary,65053.35,11.082963
1450,15232.41,12,20,Secondary,71185.81,11.173049
1451,25134.65,12,27,Secondary,117462.08,11.673871
1452,8711.198,13,39,Post-Secondary,40710.152,10.614233
1453,16046.63,11,43,Secondary,74990.92,11.225122
1454,21387.14,16,30,Post-Secondary,99948.8,11.512413
1455,25564.67,12,48,Secondary,119471.695,11.690835
1456,21818.63,7,33,Secondary,101965.28,11.532388
1457,829.0046,12,33,Secondary,3874.1975,8.262094
1458,22681.63,15,30,Post-Secondary,105998.35,11.571178
1459,25564.67,15,42,Post-Secondary,119471.695,11.690835
1460,3995.773,7,26,Secondary,18673.496,9.834861
1461,25564.67,12,34,Secondary,119471.695,11.690835
1462,6525.641,9,20,Secondary,30496.361,10.325363
1463,6596.571,7,27,Secondary,30827.838,10.336173
1464,17732.72,12,46,Secondary,82870.55,11.325035
1465,14620.63,12,30,Secondary,68326.77,11.132057
1466,3682.495,11,37,Secondary,17209.451,9.753214
1467,6086.756,7,29,Secondary,28445.312,10.255738
1468,16887.46,15,31,Post-Secondary,78920.38,11.276195
1469,18691.76,16,29,Post-Secondary,87352.44,11.377707
1470,16507.68,13,36,Post-Secondary,77145.55,11.253449
1471,25239.57,14,20,Post-Secondary,117952.41,11.678037
1472,21957.54,12,35,Secondary,102614.445,11.538734
1473,12096.67,12,34,Secondary,56531.52,10.9425535
1474,9036.298,0,54,None,42229.445,10.650873
1475,25564.67,12,27,Secondary,119471.695,11.690835
1476,3493.346,3,42,Elementary,16325.498,9.700483
1477,2523.957,7,18,Secondary,11795.24,9.375451
1478,12665.59,11,17,Secondary,59190.26,10.988512
1479,2365.84,12,20,Secondary,11056.311,9.310757
1480,18490.79,12,48,Secondary,86413.24,11.366897
1481,13447.31,11,51,Secondary,62843.48,11.048403
1482,7610.292,12,29,Secondary,35565.273,10.479125
1483,25113.96,12,42,Secondary,117365.39,11.673047
